"BACKSPACE_COUNT","CAC","CAR","CAT_R","CCC","CONDITION","CORRECTED_ERROR_RATE","CPS","ERROR_RATE","TEST_ID","INPUT_TIME","IS_LENGTH","KEYSTROKES_PER_CHARACTER","LEVENSHTEIN_DELETION","LEVENSHTEIN_INSERTION","LEVENSHTEIN_SUBSTITUTION","MINIMUM_STRING_DISTANCE","PHRASE_NUMBER","PT","PT_LENGTH","PARTICIPANT_ID","TOTAL_ERROR_RATE","TOTAL_PHRASES","TT","TT_LENGTH","T_CAT","VST","WPM","DATE"
0,0,0,0,0,"enhanced",0,5.14216575922565,5.55555555555556,"9phW7Xc9Nyln6YyjVMKW",3.306,18,1,0,0,1,5.55555555555556,3,"the living is easy",18,"TDU9VfCeqMZpsWliRv2j",5.55555555555556,12,"the living es easy",18,0,263,61.7059891107078,2022-02-09 10:57:31
1,1,3.7037037037037,7.52204738025246,0,"off",3.84615384615385,4.15009510634619,0,"CELVAbGvszq64RSpcTFd",5.783,27,1.08,0,0,0,0,7,"information super highway",25,"9deJ2qtKLvuqMc8ktWe9",3.84615384615385,12,"information super highway",25,0.435,147,49.8011412761542,2022-02-09 10:46:13
5,5,13.1578947368421,19.6384887197608,0,"off",15.1515151515152,3.66947540092416,0,"CELVAbGvszq64RSpcTFd",7.358,38,1.35714285714286,0,0,0,0,4,"i am going to a music lesson",28,"9deJ2qtKLvuqMc8ktWe9",15.1515151515152,12,"i am going to a music lesson",28,1.445,314,44.03370481109,2022-02-09 10:46:13
11,11,23.4042553191489,21.1785980214871,0,"off",30.5555555555556,2.55291990213807,0,"CELVAbGvszq64RSpcTFd",9.401,47,1.88,0,0,0,0,5,"on the way to the cottage",25,"9deJ2qtKLvuqMc8ktWe9",30.5555555555556,12,"on the way to the cottage",25,1.991,229,30.6350388256568,2022-02-09 10:46:13
2,2,5.26315789473684,5.78135188002608,0,"off",5.55555555555556,3.58617691806129,5.88235294117647,"CELVAbGvszq64RSpcTFd",9.202,38,1.11764705882353,1,1,0,5.88235294117647,8,"an inefficient way to heat a house",34,"9deJ2qtKLvuqMc8ktWe9",11.1111111111111,12,"an inefficient way to heat a hosue",34,0.532,215,43.0341230167355,2022-02-09 10:46:13
10,10,19.2307692307692,18.7446916935621,0,"off",23.8095238095238,2.63291999320537,0,"CELVAbGvszq64RSpcTFd",11.774,52,1.625,0,0,0,0,11,"the coronation was very exciting",32,"9deJ2qtKLvuqMc8ktWe9",23.8095238095238,12,"the coronation was very exciting",32,2.207,158,31.5950399184644,2022-02-09 10:46:13
9,9,15.5172413793103,18.5149336283186,0,"off",18.3673469387755,2.69634955752212,2.5,"CELVAbGvszq64RSpcTFd",14.464,58,1.45,1,0,0,2.5,6,"irregular verbs are the hardest to learn",40,"9deJ2qtKLvuqMc8ktWe9",20.4081632653061,12,"irregular verbs are the hardest to learn",41,2.678,264,32.3561946902655,2022-02-09 10:46:13
6,6,16.6666666666667,16.8511828458222,0,"off",20,2.68034028667987,8.33333333333333,"CELVAbGvszq64RSpcTFd",8.581,36,1.5,1,1,0,8.33333333333333,10,"beware the ides of march",24,"9deJ2qtKLvuqMc8ktWe9",26.6666666666667,12,"beware the ides of mearh",24,1.446,224,32.1640834401585,2022-02-09 10:46:13
13,13,23.6363636363636,34.3588481417672,0,"off",29.5454545454545,2.29715317089179,10.3448275862069,"CELVAbGvszq64RSpcTFd",12.189,55,1.89655172413793,0,2,1,9.67741935483871,9,"i am wearing a tie and a jacket",31,"9deJ2qtKLvuqMc8ktWe9",36.3636363636364,12,"i am wearing a tie and jecket",29,4.188,125,27.5658380507015,2022-02-09 10:46:13
9,9,18,25.0526020479731,0,"enhanced",21.9512195121951,2.1742179828868,0,"9phW7Xc9Nyln6YyjVMKW",14.258,50,1.5625,0,0,0,0,6,"the ventilation system is broken",32,"TDU9VfCeqMZpsWliRv2j",21.9512195121951,12,"the ventilation system is broken",32,3.572,338,26.0906157946416,2022-02-09 10:57:31
0,0,0,0,0,"normal",0,5.78470824949698,0,"Gscv1dl2GWIn7zdDmGyc",3.976,24,1,0,0,0,0,9,"stay away from strangers",24,"TDU9VfCeqMZpsWliRv2j",0,12,"stay away from strangers",24,0,146,69.4164989939638,2022-02-09 11:00:10
0,0,0,0,0,"normal",0,5.12607370462732,0,"Gscv1dl2GWIn7zdDmGyc",7.218,38,1,0,0,0,0,6,"important news always seems to be late",38,"TDU9VfCeqMZpsWliRv2j",0,12,"important news always seems to be late",38,0,134,61.5128844555279,2022-02-09 11:00:10
5,5,12.1951219512195,16.6785884597043,0,"normal",13.8888888888889,3.57653791130186,3.2258064516129,"Gscv1dl2GWIn7zdDmGyc",8.388,41,1.32258064516129,0,0,1,3.2258064516129,4,"i am wearing a tie and a jacket",31,"TDU9VfCeqMZpsWliRv2j",16.6666666666667,12,"i am wearing a tie and a jacked",31,1.399,204,42.9184549356223,2022-02-09 11:00:10
1,1,2.7027027027027,2.74616759146055,0,"normal",2.77777777777778,3.19759240101571,0,"Gscv1dl2GWIn7zdDmGyc",10.633,37,1.05714285714286,0,0,0,0,3,"the presidential suite is very busy",35,"TDU9VfCeqMZpsWliRv2j",2.77777777777778,12,"the presidential suite is very busy",35,0.292,253,38.3711088121885,2022-02-09 11:00:10
0,0,0,0,0,"normal",0,3.43357802510064,0,"Gscv1dl2GWIn7zdDmGyc",8.446,30,1,0,0,0,0,8,"goldilocks and the three bears",30,"TDU9VfCeqMZpsWliRv2j",0,12,"goldilocks and the three bears",30,0,140,41.2029363012077,2022-02-09 11:00:10
2,2,6.06060606060606,5.33058591650242,0,"enhanced",6.45161290322581,2.50851101953055,0,"9phW7Xc9Nyln6YyjVMKW",11.162,33,1.13793103448276,0,0,0,0,11,"the objective of the exercise",29,"TDU9VfCeqMZpsWliRv2j",6.45161290322581,12,"the objective of the exercise",29,0.595,1103,30.1021322343666,2022-02-09 10:57:31
0,0,0,0,0,"normal",0,2.80014000700035,0,"Gscv1dl2GWIn7zdDmGyc",8.571,25,1,0,0,0,0,2,"a problem with the engine",25,"TDU9VfCeqMZpsWliRv2j",0,12,"a problem with the engine",25,0,134,33.6016800840042,2022-02-09 11:00:10
3,3,9.09090909090909,21.4877173613028,0,"enhanced",10,3.58818658570246,0,"9phW7Xc9Nyln6YyjVMKW",7.246,33,1.22222222222222,0,0,0,0,10,"the food at this restaurant",27,"TDU9VfCeqMZpsWliRv2j",10,12,"the food at this restaurant",27,1.557,287,43.0582390284295,2022-02-09 10:57:31
2,2,6.25,24.5212807194356,0,"normal",6.66666666666667,2.09318551825723,0,"Gscv1dl2GWIn7zdDmGyc",12.899,32,1.14285714285714,0,0,0,0,1,"a psychiatrist will help you",28,"TDU9VfCeqMZpsWliRv2j",6.66666666666667,12,"a psychiatrist will help you",28,3.163,383,25.1182262190868,2022-02-09 11:00:10
0,0,0,0,0,"enhanced",0,4.50885668276973,0,"9phW7Xc9Nyln6YyjVMKW",6.21,29,1,0,0,0,0,9,"he is just like everyone else",29,"TDU9VfCeqMZpsWliRv2j",0,12,"he is just like everyone else",29,0,103,54.1062801932367,2022-02-09 10:57:31
5,5,13.1578947368421,22.2836095764273,0,"off",15.1515151515152,4.52034153691612,0,"tzHLavuU4NFtRNrUm6mw",5.973,38,1.35714285714286,0,0,0,0,3,"i do not care if you do that",28,"TDU9VfCeqMZpsWliRv2j",15.1515151515152,12,"i do not care if you do that",28,1.331,161,54.2440984429935,2022-02-09 11:02:05
4,4,12.9032258064516,21.3478442863123,0,"off",14.8148148148148,4.6044370029301,8.69565217391304,"tzHLavuU4NFtRNrUm6mw",4.778,31,1.34782608695652,2,0,0,8.69565217391304,1,"are you talking to me",21,"TDU9VfCeqMZpsWliRv2j",22.2222222222222,12,"are you talkinmng to me",23,1.02,134,55.2532440351612,2022-02-09 11:02:05
0,0,0,0,0,"off",0,7.31331793687452,5,"tzHLavuU4NFtRNrUm6mw",2.598,20,1,1,0,0,5,2,"the power of denial",19,"TDU9VfCeqMZpsWliRv2j",5,12,"thee power of denial",20,0,261,87.7598152424942,2022-02-09 11:02:05
0,0,0,0,0,"normal",0,5.51016530495915,0,"Gscv1dl2GWIn7zdDmGyc",5.263,30,1,0,0,0,0,11,"i took the rover from the shop",30,"TDU9VfCeqMZpsWliRv2j",0,12,"i took the rover from the shop",30,0,220,66.1219836595098,2022-02-09 11:00:10
0,0,0,0,0,"enhanced",0,4.17474280602356,0,"9phW7Xc9Nyln6YyjVMKW",6.707,29,1,0,0,0,0,8,"a duck quacks to ask for food",29,"TDU9VfCeqMZpsWliRv2j",0,12,"a duck quacks to ask for food",29,0,121,50.0969136722827,2022-02-09 10:57:31
4,4,12.9032258064516,27.027027027027,0,"normal",14.8148148148148,3.3033033033033,0,"Gscv1dl2GWIn7zdDmGyc",6.66,31,1.34782608695652,0,0,0,0,10,"user friendly interface",23,"TDU9VfCeqMZpsWliRv2j",14.8148148148148,12,"user friendly interface",23,1.8,112,39.6396396396396,2022-02-09 11:00:10
9,9,20.9302325581395,25.5837956392723,0,"normal",26.4705882352941,3.09637466133402,0,"Gscv1dl2GWIn7zdDmGyc",7.751,43,1.72,0,0,0,0,7,"no kissing in the library",25,"TDU9VfCeqMZpsWliRv2j",26.4705882352941,12,"no kissing in the library",25,1.983,153,37.1564959360083,2022-02-09 11:00:10
0,0,0,0,0,"normal",0,5.25291828793774,0,"Gscv1dl2GWIn7zdDmGyc",5.14,28,1,0,0,0,0,5,"apartments are too expensive",28,"TDU9VfCeqMZpsWliRv2j",0,12,"apartments are too expensive",28,0,97,63.0350194552529,2022-02-09 11:00:10
2,2,5.71428571428571,14.1567171666499,0,"enhanced",5.88235294117647,3.00993277816795,3.2258064516129,"9phW7Xc9Nyln6YyjVMKW",9.967,35,1.12903225806452,0,1,0,3.125,7,"a correction had to be published",32,"TDU9VfCeqMZpsWliRv2j",8.82352941176471,12,"a correction had to be publised",31,1.411,132,36.1191933380154,2022-02-09 10:57:31
1,1,2.7027027027027,5.45767651344549,0,"off",2.77777777777778,4.50390780235793,0,"tzHLavuU4NFtRNrUm6mw",7.549,37,1.05714285714286,0,0,0,0,5,"everybody looses in custody battles",35,"TDU9VfCeqMZpsWliRv2j",2.77777777777778,12,"everybody looses in custody battles",35,0.412,82,54.0468936282951,2022-02-09 11:02:05
2,2,5.71428571428571,6.88946015424165,0,"off",6.06060606060606,5.1413881748072,0,"tzHLavuU4NFtRNrUm6mw",5.835,35,1.12903225806452,0,0,0,0,6,"your presentation was inspiring",31,"TDU9VfCeqMZpsWliRv2j",6.06060606060606,12,"your presentation was inspiring",31,0.402,141,61.6966580976864,2022-02-09 11:02:05
1,1,3.84615384615385,6.73719376391982,0,"off",4,4.26874536005939,0,"tzHLavuU4NFtRNrUm6mw",5.388,26,1.08333333333333,0,0,0,0,11,"quit while you are ahead",24,"TDU9VfCeqMZpsWliRv2j",4,12,"quit while you are ahead",24,0.363,109,51.2249443207127,2022-02-09 11:02:05
0,0,0,0,0,"normal",0,2.39291696578129,0,"skhKgpihZltABF4CBU8E",12.537,31,1,0,0,0,0,6,"the opposing team is over there",31,"bEm4bVotxdvnkHEYzzi5",0,12,"the opposing team is over there",31,0,1066,28.7150035893754,2022-02-09 11:08:02
2,2,7.14285714285714,4.68353239913477,0,"normal",7.69230769230769,1.0815386062259,4.16666666666667,"skhKgpihZltABF4CBU8E",21.266,28,1.16666666666667,1,0,0,4.16666666666667,1,"come and see our new car",24,"bEm4bVotxdvnkHEYzzi5",11.5384615384615,12,"come and see our new car",25,0.996,2978,12.9784632747108,2022-02-09 11:08:02
0,0,0,0,0,"normal",0,3.51089588377724,0,"skhKgpihZltABF4CBU8E",8.26,30,1,0,0,0,0,2,"i took the rover from the shop",30,"bEm4bVotxdvnkHEYzzi5",0,12,"i took the rover from the shop",30,0,1895,42.1307506053269,2022-02-09 11:08:02
0,0,0,0,0,"off",0,3.68689733408962,0,"tzHLavuU4NFtRNrUm6mw",7.052,27,1,0,0,0,0,10,"drove my chevy to the levee",27,"TDU9VfCeqMZpsWliRv2j",0,12,"drove my chevy to the levee",27,0,127,44.2427680090754,2022-02-09 11:02:05
1,1,4.34782608695652,14.2129540649625,0,"normal",4.54545454545455,1.92196809532962,0,"skhKgpihZltABF4CBU8E",10.406,23,1.0952380952381,0,0,0,0,3,"it looks like a shack",21,"bEm4bVotxdvnkHEYzzi5",4.54545454545455,12,"it looks like a shack",21,1.479,1989,23.0636171439554,2022-02-09 11:08:02
0,0,0,0,0,"off",0,5.03410198116272,0,"tzHLavuU4NFtRNrUm6mw",6.158,32,1,0,0,0,0,9,"coalition governments never work",32,"TDU9VfCeqMZpsWliRv2j",0,12,"coalition governments never work",32,0,151,60.4092237739526,2022-02-09 11:02:05
2,2,5.55555555555556,8.0992637032997,0,"off",5.88235294117647,4.22688846468503,0,"tzHLavuU4NFtRNrUm6mw",7.334,36,1.125,0,0,0,0,7,"the acceptance speech was boring",32,"TDU9VfCeqMZpsWliRv2j",5.88235294117647,12,"the acceptance speech was boring",32,0.594,259,50.7226615762203,2022-02-09 11:02:05
3,3,8.33333333333333,23.641684692709,0,"off",9.09090909090909,3.690036900369,0,"tzHLavuU4NFtRNrUm6mw",7.859,36,1.2,0,0,0,0,8,"why do you ask silly questions",30,"TDU9VfCeqMZpsWliRv2j",9.09090909090909,12,"why do you ask silly questions",30,1.858,162,44.280442804428,2022-02-09 11:02:05
1,1,3.03030303030303,4.33433275472095,0,"normal",3.125,1.57803376992268,3.2258064516129,"skhKgpihZltABF4CBU8E",19.011,33,1.06451612903226,1,0,0,3.2258064516129,4,"the postal service is very slow",31,"bEm4bVotxdvnkHEYzzi5",6.25,12,"the postal service is very slow",32,0.824,1028,18.9364052390721,2022-02-09 11:08:02
0,0,0,0,0,"normal",0,1.97557471264368,0,"skhKgpihZltABF4CBU8E",11.136,23,1,0,0,0,0,5,"drugs should be avoided",23,"bEm4bVotxdvnkHEYzzi5",0,12,"drugs should be avoided",23,0,1208,23.7068965517241,2022-02-09 11:08:02
7,7,14.2857142857143,19.8843775208389,0,"off",16.6666666666667,4.57112126915838,0,"tzHLavuU4NFtRNrUm6mw",7.438,49,1.4,0,0,0,0,4,"bank transaction was not registered",35,"TDU9VfCeqMZpsWliRv2j",16.6666666666667,12,"bank transaction was not registered",35,1.479,153,54.8534552299005,2022-02-09 11:02:05
0,0,0,0,0,"normal",0,2.15408008109478,0,"skhKgpihZltABF4CBU8E",15.784,35,1,0,0,0,0,11,"suburbs are sprawling up everywhere",35,"bEm4bVotxdvnkHEYzzi5",0,12,"suburbs are sprawling up everywhere",35,0,849,25.8489609731374,2022-02-09 11:08:02
0,0,0,0,0,"normal",0,1.9527782709036,0,"skhKgpihZltABF4CBU8E",16.899,34,1,0,0,0,0,7,"that sticker needs to be validated",34,"bEm4bVotxdvnkHEYzzi5",0,12,"that sticker needs to be validated",34,0,659,23.4333392508432,2022-02-09 11:08:02
0,0,0,0,0,"normal",0,1.92,0,"skhKgpihZltABF4CBU8E",12.5,25,1,0,0,0,0,8,"communicate through email",25,"bEm4bVotxdvnkHEYzzi5",0,12,"communicate through email",25,0,1111,23.04,2022-02-09 11:08:02
0,0,0,0,0,"normal",0,2.03309029725182,0,"skhKgpihZltABF4CBU8E",14.264,30,1,0,0,0,0,10,"bring the offenders to justice",30,"bEm4bVotxdvnkHEYzzi5",0,12,"bring the offenders to justice",30,0,654,24.3970835670219,2022-02-09 11:08:02
0,0,0,0,0,"normal",0,1.93557306788331,0,"skhKgpihZltABF4CBU8E",14.466,29,1,0,0,0,0,9,"work hard to reach the summit",29,"bEm4bVotxdvnkHEYzzi5",0,12,"work hard to reach the summit",29,0,988,23.2268768145998,2022-02-09 11:08:02
4,4,12.1212121212121,32.8146543234193,0,"off",13.7931034482759,4.72720110301359,0,"bmPdtsawdcLQv2DZW3Fx",5.077,33,1.32,0,0,0,0,7,"this person is a disaster",25,"bEm4bVotxdvnkHEYzzi5",13.7931034482759,12,"this person is a disaster",25,1.666,473,56.7264132361631,2022-02-09 11:11:38
0,0,0,0,0,"off",0,4.96791554543573,0,"bmPdtsawdcLQv2DZW3Fx",4.831,25,1,0,0,0,0,3,"mom made her a turtleneck",25,"bEm4bVotxdvnkHEYzzi5",0,12,"mom made her a turtleneck",25,0,241,59.6149865452287,2022-02-09 11:11:38
6,6,14.2857142857143,14.8254252461952,0,"off",16.6666666666667,2.59623992837959,0,"bmPdtsawdcLQv2DZW3Fx",11.17,42,1.4,0,0,0,0,5,"circumstances are unacceptable",30,"bEm4bVotxdvnkHEYzzi5",16.6666666666667,12,"circumstances are unacceptable",30,1.656,284,31.1548791405551,2022-02-09 11:11:38
7,7,19.4444444444444,30.1361462038513,0,"off",24.1379310344828,2.57573899178217,0,"bmPdtsawdcLQv2DZW3Fx",8.153,36,1.63636363636364,0,0,0,0,2,"lydia wants to go home",22,"bEm4bVotxdvnkHEYzzi5",24.1379310344828,12,"lydia wants to go home",22,2.457,442,30.908867901386,2022-02-09 11:11:38
7,7,15.9090909090909,17.8450683521976,0,"off",18.9189189189189,4.26282522416581,3.33333333333333,"bmPdtsawdcLQv2DZW3Fx",6.803,44,1.46666666666667,0,0,1,3.33333333333333,4,"rapidly running short on words",30,"bEm4bVotxdvnkHEYzzi5",21.6216216216216,12,"raqidly running short on words",30,1.214,275,51.1539026899897,2022-02-09 11:11:38
1,1,3.84615384615385,9.78867623604466,0,"off",4,4.58532695374801,0,"bmPdtsawdcLQv2DZW3Fx",5.016,26,1.08333333333333,0,0,0,0,6,"dashing through the snow",24,"bEm4bVotxdvnkHEYzzi5",4,12,"dashing through the snow",24,0.491,301,55.0239234449761,2022-02-09 11:11:38
1,1,2.94117647058824,3.03555941023417,0,"enhanced",3.03030303030303,1.79242555651923,0,"ieIZvHA6fDKVG4OdCIWx",17.295,34,1.0625,0,0,0,0,1,"so you think you deserve a raise",32,"bEm4bVotxdvnkHEYzzi5",3.03030303030303,12,"so you think you deserve a raise",32,0.525,995,21.5091066782307,2022-02-09 11:13:41
1,1,2.85714285714286,8.04730314392847,0,"off",2.94117647058824,4.61494087107009,0,"bmPdtsawdcLQv2DZW3Fx",6.934,35,1.06060606060606,0,0,0,0,11,"shivering is one way to keep warm",33,"bEm4bVotxdvnkHEYzzi5",2.94117647058824,12,"shivering is one way to keep warm",33,0.558,338,55.3792904528411,2022-02-09 11:11:38
3,3,8.10810810810811,13.0778348478862,0,"enhanced",8.82352941176471,2.9632556301857,0,"ieIZvHA6fDKVG4OdCIWx",10.124,37,1.19354838709677,0,0,0,0,7,"the king sends you to the tower",31,"bEm4bVotxdvnkHEYzzi5",8.82352941176471,12,"the king sends you to the tower",31,1.324,148,35.5590675622284,2022-02-09 11:13:41
0,0,0,0,0,"off",0,7.31930466605673,0,"bmPdtsawdcLQv2DZW3Fx",4.372,33,1,0,0,0,0,9,"never too rich and never too thin",33,"bEm4bVotxdvnkHEYzzi5",0,12,"never too rich and never too thin",33,0,325,87.8316559926807,2022-02-09 11:11:38
2,2,6.89655172413793,12.4177346726706,0,"off",7.40740740740741,4.15656390717007,0,"bmPdtsawdcLQv2DZW3Fx",5.774,29,1.16,0,0,0,0,10,"the fax machine is broken",25,"bEm4bVotxdvnkHEYzzi5",7.40740740740741,12,"the fax machine is broken",25,0.717,542,49.8787668860409,2022-02-09 11:11:38
5,5,12.5,9.61680565818642,0,"enhanced",14.2857142857143,3.06133220732608,0,"ieIZvHA6fDKVG4OdCIWx",9.473,40,1.33333333333333,0,0,0,0,4,"universities are too expensive",30,"bEm4bVotxdvnkHEYzzi5",14.2857142857143,12,"universities are too expensive",30,0.911,383,36.735986487913,2022-02-09 11:13:41
9,9,19.5652173913043,21.7840069534985,0,"off",24.3243243243243,2.93350717079531,0,"bmPdtsawdcLQv2DZW3Fx",9.204,46,1.64285714285714,0,0,0,0,8,"my bank account is overdrawn",28,"bEm4bVotxdvnkHEYzzi5",24.3243243243243,12,"my bank account is overdrawn",28,2.005,713,35.2020860495437,2022-02-09 11:11:38
5,5,13.5135135135135,28.0665434380776,0,"enhanced",15.625,1.92236598890943,7.40740740740741,"ieIZvHA6fDKVG4OdCIWx",13.525,37,1.37037037037037,1,1,0,7.40740740740741,3,"the food at this restaurant",27,"bEm4bVotxdvnkHEYzzi5",21.875,12,"the foodf a this restaurant",27,3.796,298,23.0683918669131,2022-02-09 11:13:41
0,0,0,0,0,"enhanced",0,4.35413642960813,0,"ieIZvHA6fDKVG4OdCIWx",4.823,22,1,0,0,0,0,6,"do not drink the water",22,"bEm4bVotxdvnkHEYzzi5",0,12,"do not drink the water",22,0,279,52.2496371552975,2022-02-09 11:13:41
2,2,6.06060606060606,11.0700083233145,0,"enhanced",6.45161290322581,2.49699435864237,3.57142857142857,"ieIZvHA6fDKVG4OdCIWx",10.813,33,1.17857142857143,0,0,1,3.44827586206897,2,"lie detector tests never work",29,"bEm4bVotxdvnkHEYzzi5",9.67741935483871,12,"lie detector test  never work",29,1.197,1303,29.9639323037085,2022-02-09 11:13:41
0,0,0,0,0,"off",0,5.81636892397175,0,"bmPdtsawdcLQv2DZW3Fx",4.814,29,1,0,0,0,0,1,"the imagination of the nation",29,"bEm4bVotxdvnkHEYzzi5",0,12,"the imagination of the nation",29,0,680,69.796427087661,2022-02-09 11:11:38
0,0,0,0,0,"enhanced",0,2.30882250052473,0,"ieIZvHA6fDKVG4OdCIWx",14.293,34,1,0,0,0,0,5,"this camera takes nice photographs",34,"bEm4bVotxdvnkHEYzzi5",0,12,"this camera takes nice photographs",34,0,587,27.7058700062968,2022-02-09 11:13:41
4,4,11.7647058823529,15.9854762126431,0,"enhanced",13.3333333333333,2.32753002513732,0,"ieIZvHA6fDKVG4OdCIWx",10.741,34,1.30769230769231,0,0,0,0,9,"frequently asked questions",26,"bEm4bVotxdvnkHEYzzi5",13.3333333333333,12,"frequently asked questions",26,1.717,797,27.9303603016479,2022-02-09 11:13:41
7,7,14.2857142857143,14.3659007191721,0,"enhanced",17.9487179487179,1.81254750628545,6.25,"ieIZvHA6fDKVG4OdCIWx",17.103,49,1.53125,1,1,0,6.25,8,"the treasury department is broke",32,"bEm4bVotxdvnkHEYzzi5",23.0769230769231,12,"the tresaury department is broke",32,2.457,210,21.7505700754254,2022-02-09 11:13:41
0,0,0,0,0,"enhanced",0,2.69929818247256,3.2258064516129,"ieIZvHA6fDKVG4OdCIWx",11.114,33,1.06451612903226,0,0,1,3.2258064516129,10,"players must know all the rules",31,"bEm4bVotxdvnkHEYzzi5",3.2258064516129,12,"players must knoq all the rules",31,0,621,32.3915781896707,2022-02-09 11:13:41
0,0,0,0,0,"enhanced",0,4.23613009018858,0,"l6FxwSGfotYwspAmR1hM",7.318,32,1,0,0,0,0,2,"what to do when the oil runs dry",32,"aEiApHfpgZRT6wH5qBTu",0,12,"what to do when the oil runs dry",32,0,264,50.8335610822629,2022-02-09 11:31:34
2,2,5.26315789473684,25.2472850522238,0,"enhanced",5.55555555555556,2.28263125129695,11.7647058823529,"l6FxwSGfotYwspAmR1hM",14.457,38,1.11764705882353,0,0,1,11.7647058823529,6,"not quite so smart as you think",31,"aEiApHfpgZRT6wH5qBTu",16.6666666666667,12,"not quite smart smart as you think",34,3.65,395,27.3915750155634,2022-02-09 11:31:34
0,0,0,0,0,"enhanced",0,3.39157245632066,5.88235294117647,"l6FxwSGfotYwspAmR1hM",9.73,34,1,1,1,0,5.88235294117647,5,"careless driving results in a fine",34,"aEiApHfpgZRT6wH5qBTu",5.88235294117647,12,"carless driviong results in a fine",34,0,2003,40.6988694758479,2022-02-09 11:31:34
0,0,0,0,0,"enhanced",0,4.09903262829972,0,"l6FxwSGfotYwspAmR1hM",6.099,26,1,0,0,0,0,9,"we run the risk of failure",26,"aEiApHfpgZRT6wH5qBTu",0,12,"we run the risk of failure",26,0,170,49.1883915395967,2022-02-09 11:31:34
0,0,0,0,0,"enhanced",0,4.34223222901254,0,"l6FxwSGfotYwspAmR1hM",6.218,28,1,0,0,0,0,4,"people blow their horn a lot",28,"aEiApHfpgZRT6wH5qBTu",0,12,"people blow their horn a lot",28,0,155,52.1067867481505,2022-02-09 11:31:34
0,0,0,0,0,"normal",0,2.81140179617337,2.7027027027027,"wtyNexzbDnKmi8fgkXi3",12.805,37,1,1,0,0,2.7027027027027,11,"a thoroughly disgusting thing to say",36,"aEiApHfpgZRT6wH5qBTu",2.7027027027027,12,"aq thoroughly disgusting thing to say",37,0,328,33.7368215540804,2022-02-09 11:28:56
1,1,3.7037037037037,12.3437084330939,0,"normal",3.84615384615385,3.19233838786911,0,"wtyNexzbDnKmi8fgkXi3",7.518,27,1.08,0,0,0,0,2,"the sun rises in the east",25,"aEiApHfpgZRT6wH5qBTu",3.84615384615385,12,"the sun rises in the east",25,0.928,361,38.3080606544294,2022-02-09 11:28:56
0,0,0,0,0,"normal",0,4.26859300607454,3.7037037037037,"wtyNexzbDnKmi8fgkXi3",6.091,27,1,0,0,1,3.7037037037037,4,"we dine out on the weekends",27,"aEiApHfpgZRT6wH5qBTu",3.7037037037037,12,"we dine out in the weekends",27,0,238,51.2231160728944,2022-02-09 11:28:56
5,5,13.8888888888889,20.1635191156149,0,"normal",16.1290322580645,2.87885766927683,0,"wtyNexzbDnKmi8fgkXi3",8.684,36,1.38461538461538,0,0,0,0,6,"are you sure you want this",26,"aEiApHfpgZRT6wH5qBTu",16.1290322580645,12,"are you sure you want this",26,1.751,205,34.546292031322,2022-02-09 11:28:56
0,0,0,0,0,"enhanced",0,3.25172149961744,5.71428571428571,"l6FxwSGfotYwspAmR1hM",10.456,36,1.02857142857143,1,1,0,5.55555555555556,3,"gun powder must be handled with care",36,"aEiApHfpgZRT6wH5qBTu",5.55555555555556,12,"gun power must be  handled with care",36,0,170,39.0206579954093,2022-02-09 11:31:34
0,0,0,0,0,"normal",0,4.35523575080477,12.5,"wtyNexzbDnKmi8fgkXi3",5.281,24,1,0,3,0,11.1111111111111,3,"sit at the front of the bus",27,"aEiApHfpgZRT6wH5qBTu",11.1111111111111,12,"sit at the front the bus",24,0,309,52.2628290096573,2022-02-09 11:28:56
3,3,9.67741935483871,9.61262553802009,0,"normal",10.7142857142857,3.44332855093257,0,"wtyNexzbDnKmi8fgkXi3",6.97,31,1.24,0,0,0,0,10,"the location of the crime",25,"aEiApHfpgZRT6wH5qBTu",10.7142857142857,12,"the location of the crime",25,0.67,499,41.3199426111908,2022-02-09 11:28:56
0,0,0,0,0,"normal",0,4.19847328244275,0,"wtyNexzbDnKmi8fgkXi3",5.24,23,1,0,0,0,0,9,"my bike has a flat tire",23,"aEiApHfpgZRT6wH5qBTu",0,12,"my bike has a flat tire",23,0,187,50.381679389313,2022-02-09 11:28:56
1,1,4.76190476190476,7.06267539756782,0,"normal",5,2.80636108512629,0,"wtyNexzbDnKmi8fgkXi3",6.414,21,1.10526315789474,0,0,0,0,7,"time to go shopping",19,"aEiApHfpgZRT6wH5qBTu",5,12,"time to go shopping",19,0.453,175,33.6763330215154,2022-02-09 11:28:56
3,3,8.82352941176471,12.1014774494557,0,"normal",9.67741935483871,2.6244167962675,0,"wtyNexzbDnKmi8fgkXi3",10.288,34,1.21428571428571,0,0,0,0,8,"nothing wrong with his style",28,"aEiApHfpgZRT6wH5qBTu",9.67741935483871,12,"nothing wrong with his style",28,1.245,282,31.49300155521,2022-02-09 11:28:56
1,1,3.03030303030303,6.03375920917654,0,"normal",3.125,2.79772451739252,0,"wtyNexzbDnKmi8fgkXi3",10.723,33,1.06451612903226,0,0,0,0,5,"important for political parties",31,"aEiApHfpgZRT6wH5qBTu",3.125,12,"important for political parties",31,0.647,114,33.5726942087102,2022-02-09 11:28:56
